ngram,freq,cumshare,en
לאורך,7661,0.416,along
ייתכן,7652,0.416,It's possible
הפלשתינית,7651,0.416,the Palestinian
הספרות,7651,0.417,the literature
בעצמו,7619,0.417,himself
יוכל,7607,0.417,will be able to
ממה,7606,0.417,from what
מח'ול,7590,0.417,dance
שר,7585,0.417,minister
הלשון,7581,0.417,the tongue
"לח""י",7576,0.417,cheek
קל,7575,0.417,easy
הרוח,7566,0.418,the wind
בסדר,7566,0.418,OK
העובדה,7566,0.418,the fact that
האוניברסיטה,7566,0.418,the University
עת,7557,0.418,time
"ה""הגנה",7551,0.418,the &quot;defense&quot;.
חסר,7545,0.418,short
"מ""מ",7542,0.418,mm
שאינה,7538,0.419,which is not
חייו,7534,0.419,his life
ושוב,7527,0.419,and again
הפוליטית,7525,0.419,the political
קצר,7525,0.419,short
לילה,7507,0.419,night
בהתאם,7492,0.419,in accordance
חינוך,7486,0.419,education
מסוים,7475,0.42,a certain
יא,7472,0.42,11
הגיעו,7471,0.42,have arrived
אפשרות,7467,0.42,possibility
עץ,7467,0.42,wood
חושב,7458,0.42,thinking
הקואליציה,7452,0.42,the coalition
גוף,7452,0.42,body
רשא,7450,0.42,allowed
תלוי,7449,0.421,dependent
לוינס,7447,0.421,Levinas
אהרן,7436,0.421,Aharon
אליהו,7428,0.421,Elijah
לצד,7427,0.421,to the side
החברתי,7417,0.421,the social
ואל,7402,0.421,and to
הילד,7402,0.421,the boy
הצעיר,7398,0.422,young
הצבא,7388,0.422,the military
שניהם,7382,0.422,both
מכך,7365,0.422,from that
הציוני,7355,0.422,The Zionist
ליצמן,7354,0.422,Litzman
בשעת,7348,0.422,at the time
עין,7346,0.422,eye
שכתוב,7335,0.422,rewriting
עבודת,7323,0.423,work
מלחמה,7314,0.423,war
במידה,7310,0.423,to an extent
השמש,7307,0.423,the sun
מידע,7291,0.423,information
המיתוס,7291,0.423,the myth
חיוב,7287,0.423,obligation
לאכול,7278,0.423,eat
הקיבוצית,7271,0.424,the kibbutz
נחשב,7269,0.424,considered
במצב,7262,0.424,in the situation
לימוד,7258,0.424,study
האב,7251,0.424,the father
"דז""א",7245,0.424,Dza
הצבאי,7229,0.424,the military
עשו,7222,0.424,did
מאחר,7220,0.424,late
כולה,7218,0.425,the whole
בשר,7209,0.425,meat
אשתו,7206,0.425,his wife
תרגום,7199,0.425,translating
ברכות,7199,0.425,greetings
מתחת,7190,0.425,under
הפלסטיני,7190,0.425,the Palestinian
ההלכה,7185,0.425,the law
לאו,7183,0.426,no
אליהם,7183,0.426,to them
רצה,7177,0.426,ran
אותיות,7177,0.426,letters
םא,7171,0.426,Sa
גדולים,7165,0.426,big
ההסדרים,7164,0.426,the arrangements
פניו,7157,0.426,his face
חוסר,7155,0.426,lack
מטוסי,7152,0.427,planes
אלף,7138,0.427,thousand
מת,7124,0.427,dead
יל,7122,0.427,Yell
לקרוא,7118,0.427,to read
בתהליך,7116,0.427,in process
ילד,7113,0.427,boy
ראשית,7105,0.427,beginning
בסיס,7102,0.427,base
בלילה,7097,0.428,at night
יוחנן,7095,0.428,Yohanan
מהן,7087,0.428,of them
תורת,7062,0.428,theory
להוציא,7061,0.428,remove
באו,7061,0.428,came
משפחה,7061,0.428,family
סעיף,7054,0.428,section
בעבר,7052,0.428,in the past
שי,7047,0.429,gift
אופן,7044,0.429,manner
בפועל,7040,0.429,in practice
בנוסף,7038,0.429,in addition
הממלכתי,7030,0.429,the state
לשמור,7024,0.429,preserve
קרא,7015,0.429,read
העירייה,7015,0.429,the municipality
הכלים,6994,0.429,the tools
התפתחות,6991,0.43,development
דם,6989,0.43,blood
טובים,6977,0.43,are good
להן,6974,0.43,them
היסוד,6974,0.43,the foundation
בפירוש,6970,0.43,literally
גבוה,6968,0.43,high
הגרמנית,6961,0.43,German
שאת,6958,0.43,you are
איור,6957,0.431,illustration
הכוונה,6953,0.431,the intent
גבי,6952,0.431,my back
תנועת,6951,0.431,movement
הישראלית,6945,0.431,the Israeli one
כותב,6944,0.431,author
רשות,6943,0.431,permission
המשטרה,6939,0.431,the police
בענין,6931,0.431,in the matter
ולאחר,6928,0.432,and after
המקדש,6926,0.432,the temple
בניגוד,6921,0.432,contrast
יכ,6909,0.432,Yak
חברים,6907,0.432,friends
המחקר,6902,0.432,the study
גרמניה,6901,0.432,Germany
כלים,6893,0.432,dishes
לשמוע,6888,0.432,listen
המבנה,6883,0.433,the structure
לחם,6875,0.433,bread
הלכות,6875,0.433,laws
גורמים,6875,0.433,factors
מיני,6874,0.433,sexual
המחתרת,6872,0.433,the underground
תפיסה,6856,0.433,perception
דקות,6855,0.433,subtlety
בידו,6853,0.433,in his hand
יתברך,6829,0.434,be blessed
המעשה,6825,0.434,the act
הכהן,6818,0.434,the priest
היישוב,6815,0.434,the settlement
המחבר,6804,0.434,the author
בתקופה,6804,0.434,in the period
ברית,6802,0.434,alliance
נשאר,6794,0.434,remaining
דעתו,6793,0.434,his opinion
כעת,6777,0.435,now
מבקש,6772,0.435,asks
שאל,6761,0.435,ask
האמונה,6761,0.435,the faith
תיקון,6759,0.435,fix
היות,6759,0.435,being
שמה,6758,0.435,her name
באירופה,6757,0.435,in Europe
לפיכך,6756,0.435,therefore
מאמר,6752,0.436,article
מבלי,6750,0.436,without
ויהי,6749,0.436,it came to pass
ערפאת,6738,0.436,Arafat
אמונה,6736,0.436,faith
כשהוא,6734,0.436,when he
ברכה,6732,0.436,blessing
מצוי,6730,0.436,common
הצורך,6718,0.436,the need
האישה,6713,0.436,the woman
יב,6694,0.437,12
םג,6693,0.437,Sg
להניח,6687,0.437,let
נכנס,6685,0.437,entered
צבי,6669,0.437,deer
יהדות,6667,0.437,Judaism
דואמ,6667,0.437,Duam
מישהו,6654,0.437,someone
שאף,6650,0.437,breathed
הלימודים,6644,0.438,the studies
התשובה,6639,0.438,the answer
ול,6639,0.438,and
האחרונים,6638,0.438,the last ones
שצריך,6634,0.438,needed
קיום,6633,0.438,existence
רתוי,6628,0.438,mild
מין,6622,0.438,sex
קבלת,6618,0.438,receiving
דע,6617,0.439,know
חסד,6616,0.439,grace
זכר,6613,0.439,male
ככה,6611,0.439,so
סך,6608,0.439,amount
עמדה,6605,0.439,position
להשתמש,6592,0.439,to use
יצאו,6587,0.439,came out
ולפי,6577,0.439,and according to
המרכז,6576,0.439,the center
שלם,6568,0.44,whole
האחרים,6563,0.44,the others
חד,6562,0.44,sharp
חוזר,6562,0.44,circular
זכות,6558,0.44,right
ביקש,6550,0.44,asked for
הכוח,6549,0.44,the power
לפרש,6548,0.44,interpret
הר,6541,0.44,mountain
השונים,6539,0.441,the various
מובן,6537,0.441,of course
חיפה,6531,0.441,Haifa
לוי,6528,0.441,Levi
אשה,6521,0.441,woman
השמים,6515,0.441,the sky
פתאום,6494,0.441,suddenly
הביתה,6490,0.441,home
ימין,6482,0.441,right
חצי,6480,0.441,half
הלך,6472,0.442,gone
הטיפול,6471,0.442,the treatment
גבוהה,6449,0.442,high
"ואח""כ",6445,0.442,and so on
בגין,6444,0.442,for
אדרי,6444,0.442,Adri
אלקים,6442,0.442,gods
ארבעה,6436,0.442,four
עובד,6433,0.442,employee
הבין,6426,0.442,understood
הפלשתינים,6424,0.443,The Palestinians
המהרש,6421,0.443,the farmer
ךכ,6420,0.443,so much
ונראה,6420,0.443,and we'll see
מדינה,6417,0.443,country
מדברי,6407,0.443,desert
מדינת,6407,0.443,state
הסוכנות,6403,0.443,the agency
אינן,6401,0.443,are not
להשיג,6394,0.444,to get
פרויד,6387,0.444,Freud
השכינה,6386,0.444,The Shekinah
הכלל,6385,0.444,the rule
שיתוף,6382,0.444,sharing
קאנט,6379,0.444,Kant
בחברה,6368,0.444,in the company
הפולנית,6366,0.444,the polish
רוצים,6365,0.444,want
שלהן,6363,0.444,theirs
חזר,6363,0.445,came back
ןכ,6350,0.445,etc
קרה,6349,0.445,happened
אב,6348,0.445,father
גברתי,6346,0.445,madam
שאפשר,6344,0.445,that is possible
חטיבת,6340,0.445,division
מבואר,6338,0.445,explained
מביא,6338,0.445,brings
רבין,6336,0.445,Rabin
וממילא,6336,0.446,and anyway
מר,6331,0.446,Mr
הבאים,6331,0.446,the following
מורה,6320,0.446,teacher
הקודמת,6318,0.446,the former
מאי,6296,0.446,may
בוועדת,6293,0.446,in committee
למי,6289,0.446,whom
דור,6287,0.446,generation
בחדר,6285,0.446,in the room
המילה,6284,0.447,the word
העברי,6283,0.447,the hebrew
הערבים,6273,0.447,the Arabs
שיטת,6269,0.447,method
הוהי,6265,0.447,oh oh
לכתוב,6254,0.447,to write
כזו,6253,0.447,such a
מספיק,6253,0.447,enough
לחשוב,6251,0.447,to think
עובר,6239,0.447,passes
באמצע,6238,0.448,in the middle of
פסק,6235,0.448,ruling
יתר,6235,0.448,remainder
לחלוטין,6232,0.448,completely
עושים,6231,0.448,do
השינוי,6225,0.448,the change
שהייתה,6215,0.448,that was
בחיים,6214,0.448,alive
התקופה,6214,0.448,the period
הפעם,6210,0.448,time
תרבות,6207,0.449,culture
שזהו,6206,0.449,this is it
גורם,6204,0.449,factor
ביד,6202,0.449,by hand
קיבוץ,6195,0.449,kibbutz
מילה,6193,0.449,word
מבית,6192,0.449,from home
ינפל,6192,0.449,infl
תחילה,6189,0.449,first
חזרה,6186,0.449,return
כללי,6186,0.45,general
ממני,6182,0.45,from me
הנקרא,6181,0.45,the so-called
שמדובר,6170,0.45,that it is
שניתן,6168,0.45,given
קיבל,6159,0.45,have received
קר,6158,0.45,cold
חברה,6157,0.45,society
השלישי,6153,0.45,the third
המדרש,6150,0.45,the midrash
אליעזר,6142,0.451,Eliezer
דאין,6139,0.451,Dain
חודשים,6139,0.451,months
הבורא,6126,0.451,the creator
מאוחר,6125,0.451,late
"וא""כ",6124,0.451,etc
אמצעי,6122,0.451,a means
השיכון,6114,0.451,the housing
לקחת,6110,0.451,to take
עיר,6107,0.451,city
הפלשתינאים,6103,0.451,The Palestinians
צד,6103,0.452,trapping
עיניו,6096,0.452,his eyes
היד,6095,0.452,the hand
קבוצת,6095,0.452,group
בקול,6093,0.452,loud
הפנים,6089,0.452,interior
המקומיות,6087,0.452,the locality
עגנון,6080,0.452,Agnon
חכם,6078,0.452,smart
ואע,6077,0.452,and
המקורות,6073,0.453,the sources
מגיע,6067,0.453,is coming
וגו,6067,0.453,and go
מראש,6063,0.453,in advanced
שהיתה,6063,0.453,that was
קודש,6059,0.453,holiness
באיראן,6048,0.453,in Iran
בהקשר,6042,0.453,in context
הסובייקט,6036,0.453,the subject
פסח,6033,0.453,Passover
נמצאים,6031,0.454,present
אביטל,6029,0.454,Avital
החברתית,6026,0.454,the social
פורז,6023,0.454,Forez
תקופה,6021,0.454,period
היתר,6011,0.454,the rest
פועלים,6009,0.454,working
ההיסטורי,6006,0.454,the historical
ממילא,6006,0.454,in any case
חמש,6005,0.454,five
הירושלמי,5999,0.454,The Jerusalemite
וכבר,5997,0.455,and already
הדת,5988,0.455,the religion
מכתב,5981,0.455,letter
ואחד,5975,0.455,and one
ישיבת,5969,0.455,yeshiva
חשיבות,5964,0.455,importance
ים,5962,0.455,sea
הקדושה,5956,0.455,the saint
חיזבאללה,5956,0.455,Hezbollah
כוללת,5950,0.455,including
פרשת,5949,0.456,an affair
לעבר,5942,0.456,toward
בצד,5941,0.456,aside
במדבר,5940,0.456,in the desert
לבני,5940,0.456,to my son
מסוימת,5937,0.456,a certain
יוסי,5929,0.456,Joseph
עדות,5927,0.456,testimony
ומי,5926,0.456,and who
הגרמנים,5925,0.456,The Germans
ברורה,5924,0.456,clear
הרוסי,5923,0.457,the russian
מקומות,5914,0.457,places
הבריאה,5905,0.457,the creation
ספרים,5901,0.457,books
האסלאם,5890,0.457,Islam
הכולל,5888,0.457,which includes
פטור,5887,0.457,exemption
כתבי,5884,0.457,written
עשרים,5882,0.457,twenty
תודה,5872,0.457,thanks
לבנות,5866,0.458,to build
פעילות,5860,0.458,activity
ואולם,5849,0.458,however
םה,5848,0.458,Th
התרבות,5844,0.458,culture
בשלב,5840,0.458,at the stage
הציבורי,5839,0.458,the public
"הרמטכ""ל",5837,0.458,the chief of staff
הבאה,5836,0.458,the next
ליצור,5826,0.458,create a
בעבודה,5823,0.458,at work
השלטון,5820,0.459,the government
אילו,5817,0.459,which
יסודות,5815,0.459,basics
ארצות,5811,0.459,countries
ותוא,5807,0.459,and come
בתחילת,5806,0.459,at the beginning
לפעול,5806,0.459,act
אורון,5791,0.459,Oron
לעבור,5790,0.459,pass
מקרה,5786,0.459,case
מיוחדת,5784,0.459,special
סוג,5782,0.46,type
לחיות,5770,0.46,live
המתח,5767,0.46,the tension
כללית,5763,0.46,general
עולים,5763,0.46,come up
מקורות,5754,0.46,sources
צדק,5750,0.46,Jupiter
מנסה,5749,0.46,trying
"הפלמ""ח",5747,0.46,The Palmach
סלומינסקי,5741,0.46,Salominski
ידעתי,5735,0.46,I have known
סיפורי,5722,0.461,narrative
"שליט""א",5708,0.461,a ruler
לאומי,5706,0.461,national
השימוש,5704,0.461,the use
הסטודנטים,5702,0.461,students
החמאס,5700,0.461,Hamas
ואפשר,5699,0.461,and you can
רמת,5694,0.461,Ramat
מסתבר,5689,0.461,appear to be
זוכה,5686,0.461,winner
קיימת,5684,0.462,exists
חודש,5683,0.462,a month
מתי,5679,0.462,when
הסרט,5676,0.462,the film
הרבים,5675,0.462,the many
שאנחנו,5667,0.462,we
אחריו,5663,0.462,after him
קוק,5661,0.462,cook
יבוא,5661,0.462,will come
מתחיל,5653,0.462,starting up
אהרי,5649,0.462,Ahri
בבוקר,5647,0.462,in the morning
פולין,5645,0.463,Poland
מעמד,5636,0.463,status
"עכ""ל",5636,0.463,ECL
נא,5635,0.463,please
בחי,5618,0.463,bye
החיד,5616,0.463,the riddle
בוועדה,5609,0.463,in committee
מלבד,5608,0.463,besides
ההסתדרות,5606,0.463,the Histadrut
שבא,5605,0.463,who came
במרוקו,5604,0.463,in Morocco
להוסיף,5599,0.464,add
במקביל,5589,0.464,in parallel
שאלות,5584,0.464,questions
הברייתא,5581,0.464,the creature
מינהל,5578,0.464,administration
באחד,5574,0.464,in one
האחרונה,5573,0.464,the last
פינס,5568,0.464,Pines
ערבית,5564,0.464,Arabic
לעלות,5562,0.464,rise
חדשות,5555,0.464,news
ריאיון,5550,0.465,an interview
פרי,5546,0.465,fruit
רחל,5544,0.465,Rachel
אמה,5543,0.465,aqueduct
במחקר,5541,0.465,in research
התפילה,5532,0.465,the prayer
ואילך,5531,0.465,and onwards
ניכר,5529,0.465,noticeable
שלפנינו,5526,0.465,in front of us
שאדם,5525,0.465,that a person
זצוק,5522,0.465,needed
מדרש,5519,0.466,Midrash
דמי,5517,0.466,bloody
באים,5516,0.466,are coming
והיינו,5516,0.466,and we were
הדור,5513,0.466,the generation
אפללו,5512,0.466,darkened
המילים,5509,0.466,the words
שרק,5505,0.466,whistled
שכך,5504,0.466,That's it
גיל,5501,0.466,age
וכמה,5494,0.466,and how much
מרגיש,5480,0.466,feels
מוצא,5478,0.467,exit
מזרחים,5471,0.467,Mizrahim
בסופו,5465,0.467,in the end
שמאל,5465,0.467,left
עסאם,5461,0.467,Assam
אתו,5461,0.467,with him
הקבוצה,5459,0.467,the group
והיו,5457,0.467,and there were
עשוי,5452,0.467,made
יהודיים,5450,0.467,Jews
חדר,5448,0.467,a room
הקיבוצים,5447,0.468,the kibbutzim
באזור,5443,0.468,in the area
הטעם,5442,0.468,the taste
מבט,5442,0.468,look
יישוב,5442,0.468,Yishuv
לדיון,5442,0.468,for discussion
ינאש,5435,0.468,Janash
הל,5432,0.468,cardamom
בתשובה,5424,0.468,in reply
"אע""פ",5423,0.468,A.P
גיסא,5422,0.468,brother-in-law
העצמאות,5421,0.468,independence
מרדכי,5421,0.469,Mordechai
הפועל,5412,0.469,the verb
יהא,5403,0.469,will be
ואינה,5393,0.469,and is not
לדבריו,5392,0.469,according to him
ברכת,5388,0.469,blessing
אחיו,5388,0.469,brother
עבד,5387,0.469,slave
המשיחי,5386,0.469,the messianic
האי,5382,0.469,island
ניצולי,5378,0.469,survivors
לשנות,5377,0.47,to change
ז',5375,0.47,G
בדומה,5374,0.47,similarly
שאז,5371,0.47,that time
אלהים,5368,0.47,God
"ד""ר",5363,0.47,Dr
בפעילות,5362,0.47,in activity
מצא,5360,0.47,found
ראשונה,5360,0.47,first
צדיק,5358,0.47,righteous
חומר,5356,0.47,material
שירותים,5354,0.47,services
ויקרא,5353,0.471,and he called
הערביות,5351,0.471,the Arabs
אלמאלכ,5349,0.471,Almalek
המפלגה,5344,0.471,the party
הפירוש,5342,0.471,the interpretation
סוד,5341,0.471,secret
המועצות,5339,0.471,the councils
ויותר,5337,0.471,and more
הנתונים,5336,0.471,the data
אחדים,5335,0.471,some
שיר,5335,0.471,a poem
"יש""ע",5332,0.472,salvation
אבות,5329,0.472,patriarchs
ואכן,5328,0.472,indeed
סאדאת,5314,0.472,Sadat
לשבת,5313,0.472,to sit down
"הרמב""ן",5310,0.472,The Ramban
הבן,5310,0.472,the son
וב,5308,0.472,and in
שמן,5308,0.472,fat
בימים,5304,0.472,in the days
סתם,5300,0.472,mere
לשאול,5286,0.472,to ask
קצינים,5285,0.473,officers
לגלות,5285,0.473,discover
מילים,5283,0.473,words
בפסוק,5276,0.473,in verse
במאה,5272,0.473,in a hundred
הדיון,5272,0.473,the discussion
קבוצות,5270,0.473,groups
מראה,5269,0.473,mirror
הנוער,5265,0.473,the youth
בבתי,5263,0.473,in my house
בשנה,5255,0.473,per year
פלסטינים,5253,0.473,Palestinians
האחד,5245,0.474,the one
מוכן,5244,0.474,prepared
מחקר,5244,0.474,research
תקופת,5241,0.474,period
ההיסטוריה,5241,0.474,the history
הראש,5240,0.474,the head
וכר,5240,0.474,and so on
ונמצא,5235,0.474,and found
תנאי,5233,0.474,terms of
כתיב,5228,0.474,spelling
לחלק,5225,0.474,to divide
העניין,5224,0.474,the matter
ביאליק,5224,0.475,Bialik
הטלפון,5218,0.475,phone
המודיעין,5215,0.475,the intelligence
בך,5211,0.475,in you
יושב,5210,0.475,sitting
מצווה,5207,0.475,ordered
מיליון,5204,0.475,one million
זכה,5204,0.475,won
בלב,5204,0.475,in the heart
הקמת,5202,0.475,establishment
לעבודה,5200,0.475,for work
אלעזר,5198,0.475,Eleazar
איננה,5195,0.476,is gone
ישוע,5194,0.476,Jesus
לבו,5193,0.476,his heart
"בית""ר",5192,0.476,Beitar
שמעתי,5189,0.476,I heard
לארשי,5186,0.476,Larshi
שש,5185,0.476,six
הנזכר,5177,0.476,the mentioned
רביץ,5177,0.476,Ravitz
מירה,5176,0.476,Mira
